state,district,quarter,property_type,sales_count,total_value_rm,mean_price_rm,median_price_rm,p25_price_rm,p75_price_rm,under_300k,under_500k
Perak,Kerian,2025Q1,all,43.0,15310000.0,356046.51,343000.0,285000.0,399000.0,14.0,37.0
Perak,Kerian,2025Q1,condo,2.0,190000.0,95000.0,95000.0,95000.0,95000.0,2.0,2.0
Perak,Kerian,2025Q1,detached,5.0,2059000.0,411800.0,430000.0,408000.0,430000.0,1.0,4.0
Perak,Kerian,2025Q1,low_cost_house,4.0,630000.0,157500.0,170000.0,142500.0,185000.0,4.0,4.0
Perak,Kerian,2025Q1,semi_detached,5.0,2215000.0,443000.0,380000.0,375000.0,410000.0,0.0,4.0
Perak,Kerian,2025Q1,terrace,27.0,10216000.0,378370.37,334000.0,309500.0,374000.0,7.0,23.0
Perak,Kerian,2025Q2,all,35.0,12016000.0,343314.29,329000.0,275000.0,398500.0,15.0,34.0
Perak,Kerian,2025Q2,condo,1.0,170000.0,170000.0,170000.0,170000.0,170000.0,1.0,1.0
Perak,Kerian,2025Q2,semi_detached,6.0,2047000.0,341166.67,335000.0,307500.0,377500.0,2.0,6.0
Perak,Kerian,2025Q2,terrace,28.0,9799000.0,349964.29,329000.0,269000.0,438250.0,12.0,27.0
Perak,Kerian,2025Q3,all,34.0,11627000.0,341970.59,329500.0,262500.0,401750.0,14.0,32.0
Perak,Kerian,2025Q3,detached,3.0,580000.0,193333.33,80000.0,75000.0,255000.0,2.0,3.0
Perak,Kerian,2025Q3,semi_detached,4.0,2057000.0,514250.0,480000.0,447250.0,547000.0,0.0,3.0
Perak,Kerian,2025Q3,terrace,27.0,8990000.0,332962.96,329000.0,265000.0,371000.0,12.0,26.0
Perak,Kerian,2025Q4,all,42.0,15171000.0,361214.29,329000.0,314500.0,379000.0,9.0,38.0
Perak,Kerian,2025Q4,detached,1.0,360000.0,360000.0,360000.0,360000.0,360000.0,0.0,1.0
Perak,Kerian,2025Q4,low_cost_house,1.0,175000.0,175000.0,175000.0,175000.0,175000.0,1.0,1.0
Perak,Kerian,2025Q4,semi_detached,3.0,1213000.0,404333.33,400000.0,382500.0,424000.0,0.0,3.0
Perak,Kerian,2025Q4,terrace,37.0,13423000.0,362783.78,329000.0,310000.0,379000.0,8.0,33.0
Perak,Kerian,2026Q1,all,13.0,4203000.0,323307.69,329000.0,305000.0,370000.0,3.0,13.0
Perak,Kerian,2026Q1,terrace,13.0,4203000.0,323307.69,329000.0,305000.0,370000.0,3.0,13.0
Perak,Kerian,2026Q2,all,36.0,12385000.0,344027.78,342500.0,264750.0,399250.0,14.0,34.0
Perak,Kerian,2026Q2,detached,1.0,555000.0,555000.0,555000.0,555000.0,555000.0,0.0,0.0
Perak,Kerian,2026Q2,low_cost_house,4.0,657000.0,164250.0,145000.0,136250.0,173000.0,4.0,4.0
Perak,Kerian,2026Q2,semi_detached,5.0,2159000.0,431800.0,440000.0,409000.0,450000.0,0.0,5.0
Perak,Kerian,2026Q2,terrace,26.0,9014000.0,346692.31,341000.0,271750.0,377500.0,10.0,25.0
Perak,Kinta,2024Q1,all,1191.0,463857000.0,389468.51,320000.0,250000.0,460000.0,556.0,980.0
Perak,Kinta,2024Q1,cluster,37.0,18057000.0,488027.03,499000.0,329000.0,620000.0,6.0,19.0
Perak,Kinta,2024Q1,condo,83.0,24226000.0,291879.52,265000.0,220000.0,320500.0,60.0,77.0
Perak,Kinta,2024Q1,detached,93.0,61189000.0,657946.24,375000.0,250000.0,730000.0,41.0,61.0
Perak,Kinta,2024Q1,low_cost_flat,14.0,1132000.0,80857.14,69000.0,50750.0,96250.0,14.0,14.0
Perak,Kinta,2024Q1,low_cost_house,101.0,18365000.0,181831.68,185000.0,160000.0,210000.0,101.0,101.0
Perak,Kinta,2024Q1,semi_detached,90.0,60492000.0,672133.33,572000.0,400000.0,788000.0,8.0,39.0
Perak,Kinta,2024Q1,terrace,770.0,278778000.0,362049.35,330000.0,265750.0,448000.0,326.0,668.0
Perak,Kinta,2024Q1,townhouse,3.0,1618000.0,539333.33,575000.0,449000.0,647500.0,0.0,1.0
Perak,Kinta,2024Q2,all,1322.0,491164000.0,371531.01,320000.0,240000.0,450000.0,608.0,1117.0
Perak,Kinta,2024Q2,cluster,38.0,18552000.0,488210.53,489000.0,338000.0,569000.0,6.0,22.0
Perak,Kinta,2024Q2,condo,78.0,22629000.0,290115.38,259500.0,210750.0,340000.0,51.0,72.0
Perak,Kinta,2024Q2,detached,87.0,52497000.0,603413.79,360000.0,255000.0,500000.0,31.0,66.0
Perak,Kinta,2024Q2,low_cost_flat,11.0,1025000.0,93181.82,82000.0,67500.0,105500.0,11.0,11.0
Perak,Kinta,2024Q2,low_cost_house,132.0,23281000.0,176371.21,185000.0,150000.0,210000.0,131.0,132.0
Perak,Kinta,2024Q2,semi_detached,89.0,50984000.0,572853.93,490000.0,358000.0,715000.0,13.0,51.0
Perak,Kinta,2024Q2,terrace,885.0,321518000.0,363297.18,330000.0,260000.0,449000.0,364.0,761.0
Perak,Kinta,2024Q2,townhouse,2.0,678000.0,339000.0,339000.0,259500.0,418500.0,1.0,2.0
Perak,Kinta,2024Q3,all,1252.0,476737000.0,380780.35,328000.0,250000.0,453500.0,550.0,1032.0
Perak,Kinta,2024Q3,cluster,51.0,29016000.0,568941.18,569000.0,347000.0,674000.0,2.0,23.0
Perak,Kinta,2024Q3,condo,84.0,24241000.0,288583.33,271500.0,233750.0,320000.0,62.0,82.0
Perak,Kinta,2024Q3,detached,67.0,39362000.0,587492.54,430000.0,230000.0,725000.0,26.0,44.0
Perak,Kinta,2024Q3,flat,3.0,410000.0,136666.67,150000.0,130000.0,150000.0,3.0,3.0
Perak,Kinta,2024Q3,low_cost_flat,9.0,768000.0,85333.33,77000.0,68000.0,90000.0,9.0,9.0
Perak,Kinta,2024Q3,low_cost_house,111.0,21928000.0,197549.55,200000.0,180000.0,221500.0,109.0,111.0
Perak,Kinta,2024Q3,semi_detached,119.0,69690000.0,585630.25,480000.0,384500.0,690000.0,10.0,66.0
Perak,Kinta,2024Q3,terrace,801.0,287518000.0,358948.81,330000.0,260000.0,439000.0,329.0,691.0
Perak,Kinta,2024Q3,townhouse,7.0,3804000.0,543428.57,520000.0,323000.0,640000.0,0.0,3.0
Perak,Kinta,2024Q4,all,384.0,143266000.0,373088.54,320000.0,250000.0,440000.0,175.0,329.0
Perak,Kinta,2024Q4,cluster,21.0,10110000.0,481428.57,440000.0,400000.0,565000.0,3.0,15.0
Perak,Kinta,2024Q4,condo,31.0,10010000.0,322903.23,275000.0,240000.0,346500.0,19.0,28.0
Perak,Kinta,2024Q4,detached,32.0,19025000.0,594531.25,375000.0,137500.0,736250.0,14.0,22.0
Perak,Kinta,2024Q4,low_cost_flat,2.0,135000.0,67500.0,67500.0,61250.0,73750.0,2.0,2.0
Perak,Kinta,2024Q4,low_cost_house,15.0,2570000.0,171333.33,170000.0,142500.0,205000.0,15.0,15.0
Perak,Kinta,2024Q4,semi_detached,25.0,14129000.0,565160.0,540000.0,440000.0,650000.0,1.0,10.0
Perak,Kinta,2024Q4,terrace,258.0,87287000.0,338321.71,310000.0,265250.0,409250.0,121.0,237.0
Perak,Kinta,2025Q1,all,353.0,133769000.0,378949.01,319000.0,247000.0,454000.0,160.0,290.0
Perak,Kinta,2025Q1,cluster,24.0,13233000.0,551375.0,619000.0,432750.0,652000.0,2.0,9.0
Perak,Kinta,2025Q1,condo,21.0,5824000.0,277333.33,275000.0,180000.0,320000.0,14.0,20.0
Perak,Kinta,2025Q1,detached,29.0,14129000.0,487206.9,330000.0,150000.0,500000.0,13.0,22.0
Perak,Kinta,2025Q1,flat,1.0,120000.0,120000.0,120000.0,120000.0,120000.0,1.0,1.0
Perak,Kinta,2025Q1,low_cost_flat,1.0,80000.0,80000.0,80000.0,80000.0,80000.0,1.0,1.0
Perak,Kinta,2025Q1,low_cost_house,22.0,4491000.0,204136.36,200000.0,181250.0,227500.0,22.0,22.0
Perak,Kinta,2025Q1,semi_detached,36.0,21531000.0,598083.33,554000.0,399500.0,709500.0,2.0,17.0
Perak,Kinta,2025Q1,terrace,216.0,73160000.0,338703.7,305000.0,250000.0,412750.0,105.0,196.0
Perak,Kinta,2025Q1,townhouse,3.0,1201000.0,400333.33,323000.0,315500.0,446500.0,0.0,2.0
Perak,Kinta,2025Q2,all,384.0,140775000.0,366601.56,305000.0,238000.0,420000.0,191.0,332.0
Perak,Kinta,2025Q2,cluster,10.0,5250000.0,525000.0,509500.0,449250.0,631000.0,1.0,5.0
Perak,Kinta,2025Q2,condo,26.0,7380000.0,283846.15,237000.0,208500.0,315000.0,19.0,22.0
Perak,Kinta,2025Q2,detached,47.0,24591000.0,523212.77,310000.0,155000.0,565000.0,23.0,35.0
Perak,Kinta,2025Q2,low_cost_flat,1.0,80000.0,80000.0,80000.0,80000.0,80000.0,1.0,1.0
Perak,Kinta,2025Q2,low_cost_house,23.0,4730000.0,205652.17,200000.0,180000.0,235000.0,23.0,23.0
Perak,Kinta,2025Q2,semi_detached,21.0,12658000.0,602761.9,550000.0,420000.0,780000.0,1.0,9.0
Perak,Kinta,2025Q2,terrace,255.0,85656000.0,335905.88,308000.0,255000.0,390000.0,123.0,236.0
Perak,Kinta,2025Q2,townhouse,1.0,430000.0,430000.0,430000.0,430000.0,430000.0,0.0,1.0
Perak,Kinta,2025Q3,all,435.0,160665000.0,369344.83,327000.0,250000.0,432500.0,199.0,367.0
Perak,Kinta,2025Q3,cluster,16.0,6544000.0,409000.0,402500.0,277750.0,525000.0,6.0,12.0
Perak,Kinta,2025Q3,condo,34.0,15439000.0,454088.24,270000.0,222000.0,630000.0,19.0,21.0
Perak,Kinta,2025Q3,detached,40.0,17805000.0,445125.0,350000.0,208750.0,500000.0,16.0,32.0
Perak,Kinta,2025Q3,flat,2.0,226000.0,113000.0,113000.0,91500.0,134500.0,2.0,2.0
Perak,Kinta,2025Q3,low_cost_flat,3.0,261000.0,87000.0,105000.0,65500.0,117500.0,3.0,3.0
Perak,Kinta,2025Q3,low_cost_house,33.0,6383000.0,193424.24,200000.0,168000.0,220000.0,33.0,33.0
Perak,Kinta,2025Q3,semi_detached,26.0,14574000.0,560538.46,483000.0,374500.0,724750.0,2.0,15.0
Perak,Kinta,2025Q3,terrace,281.0,99433000.0,353854.09,330000.0,270000.0,406000.0,118.0,249.0
Perak,Kinta,2025Q4,all,412.0,159487000.0,387104.37,330000.0,260000.0,438250.0,173.0,346.0
Perak,Kinta,2025Q4,cluster,14.0,5976000.0,426857.14,341500.0,282000.0,593250.0,5.0,10.0
Perak,Kinta,2025Q4,condo,27.0,8369000.0,309962.96,265000.0,221000.0,410000.0,16.0,25.0
Perak,Kinta,2025Q4,detached,35.0,20507000.0,585914.29,330000.0,195000.0,620000.0,15.0,26.0
Perak,Kinta,2025Q4,flat,1.0,138000.0,138000.0,138000.0,138000.0,138000.0,1.0,1.0
Perak,Kinta,2025Q4,low_cost_flat,5.0,262000.0,52400.0,50000.0,50000.0,60000.0,5.0,5.0
Perak,Kinta,2025Q4,low_cost_house,27.0,4913000.0,181962.96,190000.0,165000.0,220000.0,26.0,27.0
Perak,Kinta,2025Q4,semi_detached,30.0,20987000.0,699566.67,615000.0,438750.0,914250.0,1.0,12.0
Perak,Kinta,2025Q4,terrace,271.0,97412000.0,359453.87,333000.0,280000.0,419000.0,104.0,239.0
Perak,Kinta,2025Q4,townhouse,2.0,923000.0,461500.0,461500.0,392250.0,530750.0,0.0,1.0
Perak,Kinta,2026Q1,all,207.0,74257000.0,358729.47,320000.0,250000.0,428500.0,95.0,185.0
Perak,Kinta,2026Q1,cluster,8.0,4017000.0,502125.0,441000.0,401500.0,518250.0,1.0,6.0
Perak,Kinta,2026Q1,condo,12.0,3333000.0,277750.0,250000.0,206250.0,327500.0,9.0,12.0
Perak,Kinta,2026Q1,detached,10.0,2165000.0,216500.0,187500.0,90000.0,302500.0,7.0,10.0
Perak,Kinta,2026Q1,low_cost_flat,1.0,120000.0,120000.0,120000.0,120000.0,120000.0,1.0,1.0
Perak,Kinta,2026Q1,low_cost_house,10.0,1982000.0,198200.0,190000.0,160000.0,219250.0,10.0,10.0
Perak,Kinta,2026Q1,semi_detached,24.0,15344000.0,639333.33,500000.0,395000.0,625000.0,2.0,14.0
Perak,Kinta,2026Q1,terrace,142.0,47296000.0,333070.42,320000.0,260000.0,374000.0,65.0,132.0
Perak,Kinta,2026Q2,all,402.0,153441000.0,381694.03,340000.0,255250.0,458000.0,174.0,328.0
Perak,Kinta,2026Q2,cluster,15.0,7161000.0,477400.0,430000.0,300000.0,692500.0,5.0,10.0
Perak,Kinta,2026Q2,condo,22.0,6674000.0,303363.64,248000.0,210000.0,367500.0,15.0,20.0
Perak,Kinta,2026Q2,detached,31.0,11587000.0,373774.19,300000.0,165000.0,447500.0,16.0,26.0
Perak,Kinta,2026Q2,flat,3.0,440000.0,146666.67,150000.0,140000.0,155000.0,3.0,3.0
Perak,Kinta,2026Q2,low_cost_flat,4.0,235000.0,58750.0,60000.0,53250.0,65500.0,4.0,4.0
Perak,Kinta,2026Q2,low_cost_house,19.0,3988000.0,209894.74,220000.0,180000.0,240000.0,19.0,19.0
Perak,Kinta,2026Q2,semi_detached,38.0,23235000.0,611447.37,545000.0,417000.0,715000.0,3.0,16.0
Perak,Kinta,2026Q2,terrace,269.0,99521000.0,369966.54,340000.0,270000.0,439000.0,109.0,230.0
Perak,Kinta,2026Q2,townhouse,1.0,600000.0,600000.0,600000.0,600000.0,600000.0,0.0,0.0
Perak,Kuala Kangsar,2024Q1,all,101.0,26173000.0,259138.61,240000.0,185000.0,318000.0,69.0,100.0
Perak,Kuala Kangsar,2024Q1,detached,7.0,1843000.0,263285.71,180000.0,142500.0,434000.0,4.0,7.0
Perak,Kuala Kangsar,2024Q1,flat,1.0,95000.0,95000.0,95000.0,95000.0,95000.0,1.0,1.0
Perak,Kuala Kangsar,2024Q1,low_cost_house,9.0,1350000.0,150000.0,130000.0,120000.0,160000.0,9.0,9.0
Perak,Kuala Kangsar,2024Q1,semi_detached,11.0,3235000.0,294090.91,300000.0,234000.0,339500.0,6.0,10.0
Perak,Kuala Kangsar,2024Q1,terrace,73.0,19650000.0,269178.08,260000.0,200000.0,318000.0,49.0,73.0
Perak,Kuala Kangsar,2024Q2,all,109.0,30781000.0,282394.5,270000.0,200000.0,325000.0,68.0,103.0
Perak,Kuala Kangsar,2024Q2,detached,8.0,2042000.0,255250.0,295000.0,186250.0,329000.0,4.0,8.0
Perak,Kuala Kangsar,2024Q2,low_cost_house,13.0,1828000.0,140615.38,150000.0,100000.0,170000.0,13.0,13.0
Perak,Kuala Kangsar,2024Q2,semi_detached,11.0,5412000.0,492000.0,450000.0,354000.0,592000.0,1.0,6.0
Perak,Kuala Kangsar,2024Q2,terrace,77.0,21499000.0,279207.79,270000.0,210000.0,318000.0,50.0,76.0
Perak,Kuala Kangsar,2024Q3,all,98.0,26101000.0,266336.73,258500.0,198000.0,325500.0,71.0,96.0
Perak,Kuala Kangsar,2024Q3,detached,10.0,2705000.0,270500.0,279000.0,193750.0,352500.0,7.0,10.0
Perak,Kuala Kangsar,2024Q3,low_cost_house,10.0,1387000.0,138700.0,140000.0,122500.0,167500.0,10.0,10.0
Perak,Kuala Kangsar,2024Q3,semi_detached,12.0,4674000.0,389500.0,391500.0,344250.0,412500.0,1.0,11.0
Perak,Kuala Kangsar,2024Q3,terrace,66.0,17335000.0,262651.52,250000.0,209000.0,290000.0,53.0,65.0
Perak,Kuala Kangsar,2024Q4,all,37.0,10543000.0,284945.95,250000.0,190000.0,417000.0,25.0,34.0
Perak,Kuala Kangsar,2024Q4,detached,1.0,120000.0,120000.0,120000.0,120000.0,120000.0,1.0,1.0
Perak,Kuala Kangsar,2024Q4,low_cost_house,5.0,550000.0,110000.0,90000.0,90000.0,90000.0,5.0,5.0
Perak,Kuala Kangsar,2024Q4,semi_detached,4.0,1302000.0,325500.0,376000.0,257500.0,444000.0,1.0,4.0
Perak,Kuala Kangsar,2024Q4,terrace,27.0,8571000.0,317444.44,268000.0,215000.0,418500.0,18.0,24.0
Perak,Kuala Kangsar,2025Q1,all,29.0,7568000.0,260965.52,268000.0,180000.0,300000.0,22.0,28.0
Perak,Kuala Kangsar,2025Q1,condo,1.0,95000.0,95000.0,95000.0,95000.0,95000.0,1.0,1.0
Perak,Kuala Kangsar,2025Q1,detached,3.0,628000.0,209333.33,120000.0,105000.0,269000.0,2.0,3.0
Perak,Kuala Kangsar,2025Q1,low_cost_house,1.0,240000.0,240000.0,240000.0,240000.0,240000.0,1.0,1.0
Perak,Kuala Kangsar,2025Q1,semi_detached,2.0,658000.0,329000.0,329000.0,229500.0,428500.0,1.0,1.0
Perak,Kuala Kangsar,2025Q1,terrace,22.0,5947000.0,270318.18,284000.0,227500.0,297500.0,17.0,22.0
Perak,Kuala Kangsar,2025Q2,all,33.0,9021000.0,273363.64,267000.0,200000.0,340000.0,22.0,33.0
Perak,Kuala Kangsar,2025Q2,detached,2.0,180000.0,90000.0,90000.0,85000.0,95000.0,2.0,2.0
Perak,Kuala Kangsar,2025Q2,low_cost_house,1.0,155000.0,155000.0,155000.0,155000.0,155000.0,1.0,1.0
Perak,Kuala Kangsar,2025Q2,semi_detached,3.0,1150000.0,383333.33,360000.0,350000.0,405000.0,0.0,3.0
Perak,Kuala Kangsar,2025Q2,terrace,26.0,7156000.0,275230.77,257500.0,205000.0,322500.0,19.0,26.0
Perak,Kuala Kangsar,2025Q2,townhouse,1.0,380000.0,380000.0,380000.0,380000.0,380000.0,0.0,1.0
Perak,Kuala Kangsar,2025Q3,all,39.0,11303000.0,289820.51,248000.0,199000.0,294000.0,30.0,36.0
Perak,Kuala Kangsar,2025Q3,detached,6.0,2345000.0,390833.33,255000.0,212500.0,282500.0,5.0,5.0
Perak,Kuala Kangsar,2025Q3,low_cost_house,3.0,390000.0,130000.0,140000.0,115000.0,150000.0,3.0,3.0
Perak,Kuala Kangsar,2025Q3,semi_detached,2.0,1130000.0,565000.0,565000.0,527500.0,602500.0,0.0,1.0
Perak,Kuala Kangsar,2025Q3,terrace,28.0,7438000.0,265642.86,246500.0,207500.0,292000.0,22.0,27.0
Perak,Kuala Kangsar,2025Q4,all,30.0,8146000.0,271533.33,261500.0,192000.0,378500.0,20.0,30.0
Perak,Kuala Kangsar,2025Q4,detached,7.0,996000.0,142285.71,130000.0,68000.0,215000.0,7.0,7.0
Perak,Kuala Kangsar,2025Q4,low_cost_house,2.0,260000.0,130000.0,130000.0,110000.0,150000.0,2.0,2.0
Perak,Kuala Kangsar,2025Q4,semi_detached,2.0,752000.0,376000.0,376000.0,360500.0,391500.0,0.0,2.0
Perak,Kuala Kangsar,2025Q4,terrace,19.0,6138000.0,323052.63,280000.0,259000.0,394000.0,11.0,19.0
Perak,Kuala Kangsar,2026Q1,all,16.0,4630000.0,289375.0,247500.0,187500.0,349750.0,10.0,15.0
Perak,Kuala Kangsar,2026Q1,detached,1.0,450000.0,450000.0,450000.0,450000.0,450000.0,0.0,1.0
Perak,Kuala Kangsar,2026Q1,low_cost_house,1.0,139000.0,139000.0,139000.0,139000.0,139000.0,1.0,1.0
Perak,Kuala Kangsar,2026Q1,semi_detached,1.0,615000.0,615000.0,615000.0,615000.0,615000.0,0.0,0.0
Perak,Kuala Kangsar,2026Q1,terrace,13.0,3426000.0,263538.46,245000.0,190000.0,318000.0,9.0,13.0
Perak,Kuala Kangsar,2026Q2,all,38.0,10458000.0,275210.53,264000.0,191000.0,343750.0,27.0,36.0
Perak,Kuala Kangsar,2026Q2,detached,5.0,930000.0,186000.0,160000.0,100000.0,300000.0,5.0,5.0
Perak,Kuala Kangsar,2026Q2,low_cost_house,4.0,570000.0,142500.0,150000.0,135000.0,157500.0,4.0,4.0
Perak,Kuala Kangsar,2026Q2,semi_detached,3.0,1649000.0,549666.67,650000.0,465000.0,684500.0,1.0,1.0
Perak,Kuala Kangsar,2026Q2,terrace,26.0,7309000.0,281115.38,278000.0,230000.0,350000.0,17.0,26.0
Perak,Larut Matang,2024Q1,all,252.0,74960000.0,297460.32,270000.0,220000.0,350000.0,154.0,234.0
Perak,Larut Matang,2024Q1,cluster,3.0,1017000.0,339000.0,358000.0,329000.0,358500.0,1.0,3.0
Perak,Larut Matang,2024Q1,condo,6.0,2022000.0,337000.0,325000.0,314000.0,345000.0,1.0,6.0
Perak,Larut Matang,2024Q1,detached,19.0,7008000.0,368842.11,350000.0,250000.0,557500.0,8.0,13.0
Perak,Larut Matang,2024Q1,low_cost_flat,1.0,42000.0,42000.0,42000.0,42000.0,42000.0,1.0,1.0
Perak,Larut Matang,2024Q1,low_cost_house,30.0,5295000.0,176500.0,170000.0,150000.0,200000.0,30.0,30.0
Perak,Larut Matang,2024Q1,semi_detached,18.0,8479000.0,471055.56,405000.0,356000.0,579250.0,2.0,12.0
Perak,Larut Matang,2024Q1,terrace,175.0,51097000.0,291982.86,270000.0,230000.0,332500.0,111.0,169.0
Perak,Larut Matang,2024Q2,all,236.0,76850000.0,325635.59,288000.0,230000.0,400000.0,134.0,211.0
Perak,Larut Matang,2024Q2,cluster,1.0,438000.0,438000.0,438000.0,438000.0,438000.0,0.0,1.0
Perak,Larut Matang,2024Q2,condo,3.0,962000.0,320666.67,300000.0,290000.0,341000.0,2.0,3.0
Perak,Larut Matang,2024Q2,detached,19.0,5620000.0,295789.47,250000.0,180000.0,390000.0,13.0,17.0
Perak,Larut Matang,2024Q2,flat,1.0,330000.0,330000.0,330000.0,330000.0,330000.0,0.0,1.0
Perak,Larut Matang,2024Q2,low_cost_flat,1.0,35000.0,35000.0,35000.0,35000.0,35000.0,1.0,1.0
Perak,Larut Matang,2024Q2,low_cost_house,29.0,5767000.0,198862.07,180000.0,170000.0,215000.0,28.0,29.0
Perak,Larut Matang,2024Q2,semi_detached,20.0,11393000.0,569650.0,510000.0,373500.0,728000.0,2.0,10.0
Perak,Larut Matang,2024Q2,terrace,161.0,52090000.0,323540.37,299000.0,249000.0,400000.0,87.0,148.0
Perak,Larut Matang,2024Q2,townhouse,1.0,215000.0,215000.0,215000.0,215000.0,215000.0,1.0,1.0
Perak,Larut Matang,2024Q3,all,233.0,73690000.0,316266.09,280000.0,225000.0,380000.0,141.0,216.0
Perak,Larut Matang,2024Q3,cluster,3.0,1095000.0,365000.0,359000.0,359000.0,368000.0,0.0,3.0
Perak,Larut Matang,2024Q3,condo,5.0,1696000.0,339200.0,338000.0,300000.0,340000.0,2.0,5.0
Perak,Larut Matang,2024Q3,detached,15.0,7690000.0,512666.67,478000.0,350000.0,524000.0,4.0,10.0
Perak,Larut Matang,2024Q3,low_cost_house,24.0,4219000.0,175791.67,179000.0,156250.0,200000.0,24.0,24.0
Perak,Larut Matang,2024Q3,semi_detached,18.0,9214000.0,511888.89,479500.0,393750.0,623250.0,1.0,11.0
Perak,Larut Matang,2024Q3,terrace,167.0,49686000.0,297520.96,275000.0,230000.0,342500.0,109.0,162.0
Perak,Larut Matang,2024Q3,townhouse,1.0,90000.0,90000.0,90000.0,90000.0,90000.0,1.0,1.0
Perak,Larut Matang,2024Q4,all,86.0,26997000.0,313918.6,280000.0,236000.0,359250.0,47.0,80.0
Perak,Larut Matang,2024Q4,cluster,2.0,987000.0,493500.0,493500.0,490750.0,496250.0,0.0,2.0
Perak,Larut Matang,2024Q4,condo,2.0,598000.0,299000.0,299000.0,289500.0,308500.0,1.0,2.0
Perak,Larut Matang,2024Q4,detached,15.0,5233000.0,348866.67,350000.0,200000.0,451500.0,6.0,13.0
Perak,Larut Matang,2024Q4,low_cost_house,7.0,1390000.0,198571.43,230000.0,180000.0,232500.0,7.0,7.0
Perak,Larut Matang,2024Q4,semi_detached,5.0,1722000.0,344400.0,356000.0,339000.0,357000.0,0.0,5.0
Perak,Larut Matang,2024Q4,terrace,55.0,17067000.0,310309.09,274000.0,244500.0,335000.0,33.0,51.0
Perak,Larut Matang,2025Q1,all,69.0,22727000.0,329376.81,283000.0,230000.0,400000.0,39.0,65.0
Perak,Larut Matang,2025Q1,cluster,2.0,743000.0,371500.0,371500.0,345750.0,397250.0,0.0,2.0
Perak,Larut Matang,2025Q1,condo,1.0,278000.0,278000.0,278000.0,278000.0,278000.0,1.0,1.0
Perak,Larut Matang,2025Q1,detached,7.0,2993000.0,427571.43,345000.0,179000.0,450000.0,3.0,6.0
Perak,Larut Matang,2025Q1,flat,1.0,150000.0,150000.0,150000.0,150000.0,150000.0,1.0,1.0
Perak,Larut Matang,2025Q1,low_cost_house,4.0,753000.0,188250.0,194000.0,177250.0,205000.0,4.0,4.0
Perak,Larut Matang,2025Q1,semi_detached,2.0,820000.0,410000.0,410000.0,395000.0,425000.0,0.0,2.0
Perak,Larut Matang,2025Q1,terrace,52.0,16990000.0,326730.77,283500.0,243750.0,398500.0,30.0,49.0
Perak,Larut Matang,2025Q2,all,111.0,35943000.0,323810.81,289000.0,240000.0,353500.0,64.0,104.0
Perak,Larut Matang,2025Q2,cluster,1.0,377000.0,377000.0,377000.0,377000.0,377000.0,0.0,1.0
Perak,Larut Matang,2025Q2,condo,2.0,635000.0,317500.0,317500.0,311250.0,323750.0,0.0,2.0
Perak,Larut Matang,2025Q2,detached,7.0,2578000.0,368285.71,255000.0,217500.0,425000.0,4.0,5.0
Perak,Larut Matang,2025Q2,flat,1.0,350000.0,350000.0,350000.0,350000.0,350000.0,0.0,1.0
Perak,Larut Matang,2025Q2,low_cost_house,7.0,1430000.0,204285.71,225000.0,182500.0,235000.0,7.0,7.0
Perak,Larut Matang,2025Q2,semi_detached,12.0,5538000.0,461500.0,400000.0,348750.0,463750.0,2.0,10.0
Perak,Larut Matang,2025Q2,terrace,81.0,25035000.0,309074.07,288000.0,240000.0,350000.0,51.0,78.0
Perak,Larut Matang,2025Q3,all,107.0,34418000.0,321663.55,295000.0,250000.0,377000.0,61.0,101.0
Perak,Larut Matang,2025Q3,cluster,1.0,380000.0,380000.0,380000.0,380000.0,380000.0,0.0,1.0
Perak,Larut Matang,2025Q3,condo,2.0,680000.0,340000.0,340000.0,330000.0,350000.0,0.0,2.0
Perak,Larut Matang,2025Q3,detached,10.0,3872000.0,387200.0,385000.0,270000.0,522500.0,3.0,7.0
Perak,Larut Matang,2025Q3,low_cost_house,7.0,1318000.0,188285.71,170000.0,161500.0,223500.0,7.0,7.0
Perak,Larut Matang,2025Q3,semi_detached,8.0,3334000.0,416750.0,375000.0,325500.0,480500.0,1.0,7.0
Perak,Larut Matang,2025Q3,terrace,79.0,24834000.0,314354.43,290000.0,250000.0,350000.0,50.0,77.0
Perak,Larut Matang,2025Q4,all,78.0,26220000.0,336153.85,305000.0,249250.0,396250.0,39.0,70.0
Perak,Larut Matang,2025Q4,condo,1.0,300000.0,300000.0,300000.0,300000.0,300000.0,1.0,1.0
Perak,Larut Matang,2025Q4,detached,5.0,1773000.0,354600.0,400000.0,230000.0,450000.0,2.0,4.0
Perak,Larut Matang,2025Q4,flat,1.0,315000.0,315000.0,315000.0,315000.0,315000.0,0.0,1.0
Perak,Larut Matang,2025Q4,low_cost_house,5.0,1050000.0,210000.0,220000.0,170000.0,240000.0,5.0,5.0
Perak,Larut Matang,2025Q4,semi_detached,7.0,4073000.0,581857.14,550000.0,405000.0,737500.0,0.0,3.0
Perak,Larut Matang,2025Q4,terrace,59.0,18709000.0,317101.69,298000.0,250000.0,372500.0,31.0,56.0
Perak,Larut Matang,2026Q1,all,43.0,12821000.0,298162.79,280000.0,222500.0,377500.0,28.0,40.0
Perak,Larut Matang,2026Q1,detached,7.0,2173000.0,310428.57,295000.0,209000.0,410000.0,4.0,6.0
Perak,Larut Matang,2026Q1,low_cost_house,5.0,655000.0,131000.0,110000.0,100000.0,150000.0,5.0,5.0
